Om0,h,S8,n_s,log10fR0abs,log10H0rc,dataset
0.2931029474362731,0.7314367972314357,0.8919238300062715,0.9080185026861728,-6.255151920951903,0.7678230964113026,N40
0.3076697760261595,0.6572737276554108,0.6880140654742718,1.0128425052389503,-5.135749199427664,-0.01725503043271598,N40
0.34865200370550153,0.7131749126128852,0.8117247159592808,0.9408351981081069,-4.985098429489881,-0.14413843462243675,N40
0.2505753978155553,0.6888165350072086,0.7671877888962626,0.9800075886771084,-6.404872946906835,0.5321125520393253,N40
0.265770657826215,0.7035767079330981,0.6521439352072775,1.0092345316428692,-6.81804687762633,0.9660505765117704,N40
0.33346396181732413,0.6796089791692793,0.9310532331466674,0.9699273461010307,-4.812413687352091,0.10165510773658759,N40
0.3228577855043113,0.7472292715683579,0.7316101971082389,1.04206057456322,-5.586764945648611,-0.2969884110148996,N40
0.2779076602309942,0.6726756008341909,0.851147518120706,0.9370829032268375,-6.042183994315565,0.2772883895318955,N40
0.28611543532460926,0.7244927329011261,0.747305902838707,0.9625845184084029,-5.34049308905378,0.5734097348060458,N40
0.31308761173859234,0.6985703279264271,0.8715281673707067,0.9984132275450975,-6.108373543713242,-0.17928471039049326,N40
0.3307372912764549,0.7310358664020896,0.6775050168856979,0.9204023314174264,-6.570611263625324,0.03528233002871278,N40
0.2700599296949804,0.6553087724372745,0.9423544439487159,1.040577157633379,-4.877363781444728,0.7212594627402722,N40
0.2603456218726933,0.7405791152268648,0.8336067937314511,1.0295231776311995,-4.587487963028252,0.4204265505075455,N40
0.3404443690553307,0.6644614201039076,0.7843849957920611,0.9095019665546715,-6.944723886437714,-0.43424134617671367,N40
0.3033805492334068,0.7086453034542501,0.9041405318304896,0.9873503917828202,-5.856339540798217,0.23355447384528816,N40
0.295829763635993,0.683113547321409,0.7142907108180225,0.9516563882119954,-5.674322527367622,0.8402136164251715,N40
0.2972559805959463,0.7122552590444684,0.8653709727339446,1.04644811488688,-6.462935158517212,-0.3856892885640263,N40
0.30197168318554757,0.6866136142984033,0.7552209189161658,0.9309330462478101,-5.0823760270141065,0.3670068635605276,N40
0.34145934972912073,0.7432125070132315,0.9356118672527373,1.0042564418166877,-5.233336741104722,0.877349874516949,N40
0.2593128730542958,0.6673755512572825,0.6848335400223732,0.9731429762206972,-6.313524076715112,0.19137375731952488,N40
0.27458673855289817,0.7273650656454265,0.791127563547343,0.9458180460613221,-5.983359150588512,-0.2327964526135474,N40
0.32617901712656017,0.6519187587313354,0.8262782974168659,0.9767779065761716,-5.489030487835407,0.6218766512814908,N40
0.3172520362772047,0.7217984959483147,0.7204479322768748,0.9036169807892293,-4.714369285386056,0.6791652485728263,N40
0.28198213037103415,0.6957662500441074,0.896225506812334,1.0189973360393196,-6.758912089746445,0.07250923896208405,N40
0.2792400594800711,0.7443702614866197,0.7000306440517307,0.9929098057094962,-4.93618893250823,0.14454678138718013,N40
0.32155651776120064,0.6700973330996931,0.8804931978695094,0.949022153718397,-6.6683466248214245,0.929619744233787,N40
0.3343774953857064,0.7001317646354437,0.779789749532938,1.025716961408034,-6.206418849062175,0.33141868789680307,N40
0.26482567088678477,0.6760541442781687,0.800880576763302,0.9162332191597671,-5.399628184270114,-0.3448353885207325,N40
0.25500834127888083,0.7159242508932948,0.9184512993320822,0.9242133024148643,-5.6162606230936944,-0.0537710038479417,N40
0.34420128017663953,0.6914560293778778,0.6629880654625595,1.033831847459078,-5.759062846656889,0.8106227147858589,N40
0.3117327057756483,0.7347720687277615,0.8391309306025505,0.957011119555682,-6.847137248143554,0.48435622537508605,N40
0.2890573566779494,0.6608897891826928,0.7430408560670912,1.0010524302721024,-4.529116114601493,-0.08992163389921187,N40
0.2905342010781169,0.7143443026579916,0.6699597036466003,1.020615676883608,-6.0212597930803895,-0.3157896478194743,N40
0.31023250827565785,0.6899843976832927,0.9488698604516684,0.9005200786516071,-5.529257797636092,0.34768543639220295,N40
0.3457506127655506,0.7333870546892285,0.7501592457294464,0.9783867971040309,-4.752083681989461,0.9473384402692318,N40
0.25348298167809846,0.6592224607244134,0.8696957089938223,0.9427671795710921,-6.7993352194316685,0.1721405745483935,N40
0.26320339264348147,0.7491864070296288,0.9109483806416392,0.9715480935294182,-6.425148630980402,-0.11753822211176151,N40
0.33602522481232877,0.6746312119066715,0.7070389027707279,1.0073024155106396,-5.042033354286104,0.4666603243909776,N40
0.3199578817002475,0.7047529767267406,0.8314819745719433,0.9293098483700305,-5.195354430936277,0.7943345540668816,N40
0.2808137688785791,0.6807837205938995,0.7869447619654238,1.0495590606238694,-6.273367687128484,-0.08279533232562242,N40
